customer_id,monthly_charges,tenure_months,contract_type,churn_probability,risk_tier,predicted_churn,actual_churn
3985,54.55,16,Month-to-month,0.1795,"Low Risk
(0–30%)",0,0
3986,96.6,66,Two year,0.0314,"Low Risk
(0–30%)",0,0
3987,76.5,11,Month-to-month,0.6619,"High Risk
(60–100%)",1,1
3988,81.15,51,One year,0.0512,"Low Risk
(0–30%)",0,0
3989,38.5,8,Month-to-month,0.3398,"Medium Risk
(30–60%)",0,0
3990,92.9,14,Month-to-month,0.5812,"Medium Risk
(30–60%)",1,0
3991,93.5,4,Month-to-month,0.7184,"High Risk
(60–100%)",1,1
3992,84.7,70,Two year,0.0348,"Low Risk
(0–30%)",0,0
3993,66.0,70,Two year,0.0239,"Low Risk
(0–30%)",0,0
3994,101.5,54,One year,0.2987,"Low Risk
(0–30%)",0,1
3995,74.9,28,Month-to-month,0.2548,"Low Risk
(0–30%)",0,1
3996,20.75,24,Two year,0.0197,"Low Risk
(0–30%)",0,0
3997,61.45,69,Two year,0.0484,"Low Risk
(0–30%)",0,0
3998,54.5,42,Month-to-month,0.12,"Low Risk
(0–30%)",0,0
3999,69.6,2,Month-to-month,0.6653,"High Risk
(60–100%)",1,1
4000,99.75,39,Month-to-month,0.5971,"Medium Risk
(30–60%)",1,0
4001,109.75,45,Two year,0.1302,"Low Risk
(0–30%)",0,0
4002,80.85,72,Two year,0.0139,"Low Risk
(0–30%)",0,0
4003,20.3,38,Two year,0.0185,"Low Risk
(0–30%)",0,0
4004,67.8,72,Two year,0.0145,"Low Risk
(0–30%)",0,0
4005,24.05,1,Month-to-month,0.3714,"Medium Risk
(30–60%)",0,1
4006,19.8,72,Two year,0.0107,"Low Risk
(0–30%)",0,0
4007,25.7,55,Two year,0.0158,"Low Risk
(0–30%)",0,0
4008,56.15,51,One year,0.1384,"Low Risk
(0–30%)",0,0
4009,86.7,63,Two year,0.0228,"Low Risk
(0–30%)",0,0
4010,20.4,1,Month-to-month,0.322,"Medium Risk
(30–60%)",0,0
4011,19.65,23,Two year,0.0192,"Low Risk
(0–30%)",0,0
4012,50.55,1,Month-to-month,0.5499,"Medium Risk
(30–60%)",1,1
4013,54.35,2,Month-to-month,0.4416,"Medium Risk
(30–60%)",0,0
4014,108.1,52,Month-to-month,0.3007,"Medium Risk
(30–60%)",0,0
4015,54.45,36,One year,0.0469,"Low Risk
(0–30%)",0,0
4016,45.35,1,Month-to-month,0.504,"Medium Risk
(30–60%)",1,0
4017,59.0,28,One year,0.0505,"Low Risk
(0–30%)",0,0
4018,69.45,7,One year,0.0642,"Low Risk
(0–30%)",0,0
4019,100.55,14,Month-to-month,0.7139,"High Risk
(60–100%)",1,1
4020,64.95,72,Two year,0.0199,"Low Risk
(0–30%)",0,0
4021,20.5,1,Month-to-month,0.3636,"Medium Risk
(30–60%)",0,1
4022,18.85,10,Month-to-month,0.0957,"Low Risk
(0–30%)",0,0
4023,19.8,42,One year,0.0331,"Low Risk
(0–30%)",0,0
4024,25.05,7,Month-to-month,0.284,"Low Risk
(0–30%)",0,0
4025,74.8,4,Month-to-month,0.5993,"Medium Risk
(30–60%)",1,1
4026,114.3,72,Two year,0.0381,"Low Risk
(0–30%)",0,0
4027,24.45,20,Month-to-month,0.4378,"Medium Risk
(30–60%)",0,1
4028,109.2,63,Two year,0.1039,"Low Risk
(0–30%)",0,0
4029,45.05,56,Two year,0.0188,"Low Risk
(0–30%)",0,0
4030,51.0,5,Month-to-month,0.2969,"Low Risk
(0–30%)",0,0
4031,110.45,72,Two year,0.0512,"Low Risk
(0–30%)",0,0
4032,84.65,68,Month-to-month,0.3194,"Medium Risk
(30–60%)",0,0
4033,60.05,67,One year,0.0288,"Low Risk
(0–30%)",0,0
4034,44.65,8,Month-to-month,0.216,"Low Risk
(0–30%)",0,0
4035,93.25,52,Month-to-month,0.2379,"Low Risk
(0–30%)",0,0
4036,20.25,18,Month-to-month,0.0931,"Low Risk
(0–30%)",0,0
4037,25.45,59,Two year,0.0136,"Low Risk
(0–30%)",0,0
4038,20.6,60,Two year,0.0226,"Low Risk
(0–30%)",0,0
4039,94.1,7,Month-to-month,0.7938,"High Risk
(60–100%)",1,0
4040,34.8,59,One year,0.0349,"Low Risk
(0–30%)",0,0
4041,60.75,46,Two year,0.0352,"Low Risk
(0–30%)",0,0
4042,51.35,5,Month-to-month,0.4134,"Medium Risk
(30–60%)",0,0
4043,64.05,59,Two year,0.0299,"Low Risk
(0–30%)",0,0
4044,84.8,70,Two year,0.0463,"Low Risk
(0–30%)",0,0
4045,71.0,14,Month-to-month,0.3998,"Medium Risk
(30–60%)",0,1
4046,50.15,44,Month-to-month,0.2299,"Low Risk
(0–30%)",0,0
4047,94.6,64,Two year,0.0614,"Low Risk
(0–30%)",0,0
4048,59.75,58,Two year,0.0234,"Low Risk
(0–30%)",0,0
4049,100.25,46,One year,0.2824,"Low Risk
(0–30%)",0,0
4050,98.9,58,Month-to-month,0.4922,"Medium Risk
(30–60%)",0,0
4051,97.7,72,Two year,0.0717,"Low Risk
(0–30%)",0,0
4052,40.3,30,Month-to-month,0.3938,"Medium Risk
(30–60%)",0,1
4053,60.25,11,Month-to-month,0.195,"Low Risk
(0–30%)",0,0
4054,56.25,34,Month-to-month,0.3345,"Medium Risk
(30–60%)",0,0
4055,46.2,54,Two year,0.0415,"Low Risk
(0–30%)",0,0
4056,50.6,3,Month-to-month,0.6286,"High Risk
(60–100%)",1,1
4057,24.9,72,Two year,0.0146,"Low Risk
(0–30%)",0,0
4058,84.85,40,Month-to-month,0.3851,"Medium Risk
(30–60%)",0,1
4059,65.7,2,Month-to-month,0.4103,"Medium Risk
(30–60%)",0,1
4060,63.35,54,Two year,0.0586,"Low Risk
(0–30%)",0,0
4061,50.1,14,Month-to-month,0.1488,"Low Risk
(0–30%)",0,0
4062,70.5,1,Month-to-month,0.749,"High Risk
(60–100%)",1,1
4063,94.85,10,Month-to-month,0.7308,"High Risk
(60–100%)",1,1
4064,50.15,1,Month-to-month,0.472,"Medium Risk
(30–60%)",0,0
4065,19.75,1,Month-to-month,0.3222,"Medium Risk
(30–60%)",0,1
4066,64.65,56,One year,0.0343,"Low Risk
(0–30%)",0,0
4067,79.6,68,Two year,0.0278,"Low Risk
(0–30%)",0,0
4068,19.5,14,One year,0.0424,"Low Risk
(0–30%)",0,0
4069,99.55,68,Two year,0.0605,"Low Risk
(0–30%)",0,0
4070,74.0,55,Month-to-month,0.3719,"Medium Risk
(30–60%)",0,0
4071,38.9,16,Month-to-month,0.3705,"Medium Risk
(30–60%)",0,0
4072,79.55,9,Month-to-month,0.6497,"High Risk
(60–100%)",1,0
4073,65.45,14,Month-to-month,0.2272,"Low Risk
(0–30%)",0,1
4074,98.7,58,Month-to-month,0.519,"Medium Risk
(30–60%)",1,1
4075,46.3,53,Month-to-month,0.1315,"Low Risk
(0–30%)",0,0
4076,99.35,70,Two year,0.0579,"Low Risk
(0–30%)",0,0
4077,95.8,14,Month-to-month,0.692,"High Risk
(60–100%)",1,0
4078,67.5,22,One year,0.0469,"Low Risk
(0–30%)",0,1
4079,78.15,10,Month-to-month,0.4504,"Medium Risk
(30–60%)",0,0
4080,26.1,29,Two year,0.0181,"Low Risk
(0–30%)",0,0
4081,69.6,1,Month-to-month,0.8035,"High Risk
(60–100%)",1,1
4082,84.35,49,One year,0.103,"Low Risk
(0–30%)",0,1
4083,100.2,68,Month-to-month,0.4574,"Medium Risk
(30–60%)",0,1
4084,78.05,1,Month-to-month,0.8009,"High Risk
(60–100%)",1,1
4085,40.35,30,One year,0.105,"Low Risk
(0–30%)",0,0
4086,79.2,72,Two year,0.017,"Low Risk
(0–30%)",0,0
4087,20.9,10,Month-to-month,0.131,"Low Risk
(0–30%)",0,0
4088,73.6,7,Month-to-month,0.6055,"High Risk
(60–100%)",1,1
4089,74.75,9,Month-to-month,0.7009,"High Risk
(60–100%)",1,1
4090,49.9,1,Month-to-month,0.384,"Medium Risk
(30–60%)",0,0
4091,68.9,20,Month-to-month,0.1824,"Low Risk
(0–30%)",0,0
4092,20.25,1,Month-to-month,0.3653,"Medium Risk
(30–60%)",0,0
4093,76.0,29,Month-to-month,0.3591,"Medium Risk
(30–60%)",0,0
4094,74.0,1,Month-to-month,0.596,"Medium Risk
(30–60%)",1,0
4095,82.3,3,Month-to-month,0.4251,"Medium Risk
(30–60%)",0,0
4096,89.4,20,Month-to-month,0.3232,"Medium Risk
(30–60%)",0,0
4097,99.15,64,Month-to-month,0.256,"Low Risk
(0–30%)",0,0
4098,20.2,1,Month-to-month,0.3696,"Medium Risk
(30–60%)",0,1
4099,29.45,6,Month-to-month,0.2336,"Low Risk
(0–30%)",0,0
4100,19.8,50,Two year,0.0234,"Low Risk
(0–30%)",0,0
4101,59.15,6,Month-to-month,0.2436,"Low Risk
(0–30%)",0,0
4102,44.75,7,Month-to-month,0.2857,"Low Risk
(0–30%)",0,0
4103,90.8,72,Two year,0.049,"Low Risk
(0–30%)",0,0
4104,49.55,8,Month-to-month,0.2735,"Low Risk
(0–30%)",0,0
4105,106.7,67,Two year,0.0987,"Low Risk
(0–30%)",0,0
4106,93.55,24,Month-to-month,0.6536,"High Risk
(60–100%)",1,1
4107,94.45,72,Two year,0.0377,"Low Risk
(0–30%)",0,0
4108,19.45,33,One year,0.0316,"Low Risk
(0–30%)",0,0
4109,25.05,2,Month-to-month,0.6607,"High Risk
(60–100%)",1,1
4110,67.95,70,Two year,0.02,"Low Risk
(0–30%)",0,0
4111,65.25,22,One year,0.0717,"Low Risk
(0–30%)",0,0
4112,99.45,59,Month-to-month,0.2784,"Low Risk
(0–30%)",0,0
4113,20.35,36,One year,0.0344,"Low Risk
(0–30%)",0,0
4114,19.95,51,Two year,0.0164,"Low Risk
(0–30%)",0,0
4115,77.4,53,One year,0.0528,"Low Risk
(0–30%)",0,0
4116,19.7,20,One year,0.0316,"Low Risk
(0–30%)",0,0
4117,99.7,63,Two year,0.0545,"Low Risk
(0–30%)",0,0
4118,74.8,40,Month-to-month,0.2425,"Low Risk
(0–30%)",0,0
4119,19.15,35,One year,0.031,"Low Risk
(0–30%)",0,0
4120,78.95,26,One year,0.1207,"Low Risk
(0–30%)",0,0
4121,95.55,27,Month-to-month,0.5585,"Medium Risk
(30–60%)",1,1
4122,62.85,53,One year,0.0291,"Low Risk
(0–30%)",0,0
4123,71.55,34,Month-to-month,0.2716,"Low Risk
(0–30%)",0,0
4124,94.95,19,Month-to-month,0.6595,"High Risk
(60–100%)",1,0
4125,86.1,43,Month-to-month,0.2155,"Low Risk
(0–30%)",0,0
4126,19.55,6,Month-to-month,0.1075,"Low Risk
(0–30%)",0,0
4127,24.8,56,Two year,0.0152,"Low Risk
(0–30%)",0,0
4128,39.3,57,Month-to-month,0.3375,"Medium Risk
(30–60%)",0,1
4129,84.05,34,Month-to-month,0.3453,"Medium Risk
(30–60%)",0,0
4130,36.25,10,Month-to-month,0.25,"Low Risk
(0–30%)",0,0
4131,20.25,1,Month-to-month,0.3653,"Medium Risk
(30–60%)",0,1
4132,23.9,13,Month-to-month,0.462,"Medium Risk
(30–60%)",0,1
4133,98.6,56,Month-to-month,0.3929,"Medium Risk
(30–60%)",0,0
4134,103.65,55,Month-to-month,0.3928,"Medium Risk
(30–60%)",0,0
4135,92.9,36,Two year,0.0292,"Low Risk
(0–30%)",0,0
4136,19.9,47,One year,0.0331,"Low Risk
(0–30%)",0,0
4137,20.1,12,Month-to-month,0.1174,"Low Risk
(0–30%)",0,0
4138,85.45,1,Month-to-month,0.8534,"High Risk
(60–100%)",1,1
4139,80.5,24,Month-to-month,0.521,"Medium Risk
(30–60%)",1,0
4140,99.9,63,One year,0.17,"Low Risk
(0–30%)",0,1
4141,39.85,35,Month-to-month,0.3753,"Medium Risk
(30–60%)",0,0
4142,60.5,67,One year,0.0321,"Low Risk
(0–30%)",0,0
4143,84.8,25,Month-to-month,0.5694,"Medium Risk
(30–60%)",1,1
4144,103.85,21,Month-to-month,0.488,"Medium Risk
(30–60%)",0,0
4145,67.8,13,Month-to-month,0.1246,"Low Risk
(0–30%)",0,0
4146,75.2,35,Month-to-month,0.4813,"Medium Risk
(30–60%)",0,1
4147,24.85,71,Two year,0.0185,"Low Risk
(0–30%)",0,0
4148,19.35,29,Month-to-month,0.0792,"Low Risk
(0–30%)",0,0
4149,49.35,71,Two year,0.0703,"Low Risk
(0–30%)",0,1
4150,89.0,7,Month-to-month,0.7082,"High Risk
(60–100%)",1,0
4151,55.0,57,Month-to-month,0.2903,"Low Risk
(0–30%)",0,0
4152,76.15,65,Two year,0.0259,"Low Risk
(0–30%)",0,0
4153,20.3,27,One year,0.0316,"Low Risk
(0–30%)",0,0
4154,74.9,6,Month-to-month,0.7235,"High Risk
(60–100%)",1,1
4155,117.35,72,Two year,0.0401,"Low Risk
(0–30%)",0,0
4156,19.75,1,Month-to-month,0.3734,"Medium Risk
(30–60%)",0,0
4157,45.2,11,Month-to-month,0.1924,"Low Risk
(0–30%)",0,0
4158,25.2,39,Two year,0.0181,"Low Risk
(0–30%)",0,0
4159,89.75,59,Month-to-month,0.2347,"Low Risk
(0–30%)",0,0
4160,75.0,26,One year,0.0635,"Low Risk
(0–30%)",0,0
4161,49.95,2,Month-to-month,0.4558,"Medium Risk
(30–60%)",0,0
4162,65.7,72,Two year,0.0147,"Low Risk
(0–30%)",0,0
4163,67.05,65,One year,0.037,"Low Risk
(0–30%)",0,0
4164,110.9,72,Two year,0.0399,"Low Risk
(0–30%)",0,0
4165,87.95,6,Month-to-month,0.6756,"High Risk
(60–100%)",1,0
4166,19.8,32,One year,0.0367,"Low Risk
(0–30%)",0,0
4167,75.7,50,One year,0.117,"Low Risk
(0–30%)",0,0
4168,62.15,61,Two year,0.0262,"Low Risk
(0–30%)",0,0
4169,101.25,15,Month-to-month,0.6148,"High Risk
(60–100%)",1,1
4170,115.15,72,Two year,0.0406,"Low Risk
(0–30%)",0,0
4171,18.95,9,Month-to-month,0.1131,"Low Risk
(0–30%)",0,1
4172,19.5,1,Month-to-month,0.3238,"Medium Risk
(30–60%)",0,0
4173,86.55,12,Month-to-month,0.7019,"High Risk
(60–100%)",1,0
4174,28.6,37,Month-to-month,0.1277,"Low Risk
(0–30%)",0,1
4175,20.4,61,One year,0.0225,"Low Risk
(0–30%)",0,0
4176,19.8,18,One year,0.0347,"Low Risk
(0–30%)",0,0
4177,45.65,21,Month-to-month,0.1588,"Low Risk
(0–30%)",0,0
4178,56.4,68,Two year,0.0217,"Low Risk
(0–30%)",0,0
4179,73.3,12,Month-to-month,0.5362,"Medium Risk
(30–60%)",1,0
4180,24.35,2,Month-to-month,0.6461,"High Risk
(60–100%)",1,1
4181,101.35,62,Month-to-month,0.4853,"Medium Risk
(30–60%)",0,0
4182,98.65,29,Month-to-month,0.4708,"Medium Risk
(30–60%)",0,1
4183,33.6,1,Month-to-month,0.3774,"Medium Risk
(30–60%)",0,0
4184,79.9,5,Month-to-month,0.7637,"High Risk
(60–100%)",1,1
4185,20.7,1,Month-to-month,0.3453,"Medium Risk
(30–60%)",0,0
4186,104.05,62,Two year,0.1664,"Low Risk
(0–30%)",0,0
4187,20.25,36,Two year,0.0167,"Low Risk
(0–30%)",0,0
4188,103.3,28,Month-to-month,0.5745,"Medium Risk
(30–60%)",1,1
4189,73.7,69,One year,0.0316,"Low Risk
(0–30%)",0,0
4190,96.2,11,Month-to-month,0.5412,"Medium Risk
(30–60%)",1,1
4191,108.75,63,Month-to-month,0.3879,"Medium Risk
(30–60%)",0,0
4192,20.15,23,One year,0.0352,"Low Risk
(0–30%)",0,0
4193,19.75,10,Month-to-month,0.1064,"Low Risk
(0–30%)",0,0
4194,25.95,71,Two year,0.0137,"Low Risk
(0–30%)",0,0
4195,70.05,45,Month-to-month,0.1985,"Low Risk
(0–30%)",0,0
4196,24.05,70,Two year,0.0136,"Low Risk
(0–30%)",0,0
4197,84.75,22,Month-to-month,0.5679,"Medium Risk
(30–60%)",1,0
4198,23.05,52,Two year,0.0138,"Low Risk
(0–30%)",0,0
4199,104.15,55,One year,0.3553,"Medium Risk
(30–60%)",0,1
4200,59.95,65,Two year,0.0274,"Low Risk
(0–30%)",0,0
4201,19.55,72,Two year,0.014,"Low Risk
(0–30%)",0,0
4202,19.6,10,One year,0.0412,"Low Risk
(0–30%)",0,0
4203,20.05,7,One year,0.0414,"Low Risk
(0–30%)",0,0
4204,85.55,5,Month-to-month,0.6909,"High Risk
(60–100%)",1,0
4205,78.6,24,Two year,0.0427,"Low Risk
(0–30%)",0,0
4206,116.8,72,Two year,0.0294,"Low Risk
(0–30%)",0,0
4207,43.55,21,Month-to-month,0.1456,"Low Risk
(0–30%)",0,0
4208,60.8,69,One year,0.0896,"Low Risk
(0–30%)",0,0
4209,54.9,44,Month-to-month,0.1374,"Low Risk
(0–30%)",0,0
4210,65.2,61,One year,0.1249,"Low Risk
(0–30%)",0,0
4211,102.95,24,Month-to-month,0.5603,"Medium Risk
(30–60%)",1,1
4212,90.6,1,Month-to-month,0.8269,"High Risk
(60–100%)",1,1
4213,50.8,6,Month-to-month,0.2917,"Low Risk
(0–30%)",0,1
4214,90.05,4,Month-to-month,0.7798,"High Risk
(60–100%)",1,1
4215,108.2,72,Two year,0.1018,"Low Risk
(0–30%)",0,0
4216,92.0,72,Two year,0.0168,"Low Risk
(0–30%)",0,0
4217,75.1,14,Month-to-month,0.6562,"High Risk
(60–100%)",1,0
4218,25.05,7,Month-to-month,0.1572,"Low Risk
(0–30%)",0,0
4219,75.15,48,One year,0.0935,"Low Risk
(0–30%)",0,0
4220,19.5,55,One year,0.0304,"Low Risk
(0–30%)",0,0
4221,19.3,1,Month-to-month,0.2356,"Low Risk
(0–30%)",0,0
4222,112.2,45,One year,0.2109,"Low Risk
(0–30%)",0,0
4223,70.3,3,Month-to-month,0.5879,"Medium Risk
(30–60%)",1,0
4224,19.6,71,Two year,0.0107,"Low Risk
(0–30%)",0,0
4225,20.25,8,Month-to-month,0.1064,"Low Risk
(0–30%)",0,0
4226,75.85,3,Month-to-month,0.7624,"High Risk
(60–100%)",1,1
4227,80.65,69,Two year,0.0199,"Low Risk
(0–30%)",0,0
4228,68.5,1,Month-to-month,0.7884,"High Risk
(60–100%)",1,1
4229,115.75,72,Two year,0.041,"Low Risk
(0–30%)",0,0
4230,73.5,11,Month-to-month,0.4511,"Medium Risk
(30–60%)",0,1
4231,80.6,71,Two year,0.0172,"Low Risk
(0–30%)",0,0
4232,69.95,1,Month-to-month,0.7493,"High Risk
(60–100%)",1,1
4233,59.55,33,Two year,0.0305,"Low Risk
(0–30%)",0,0
4234,19.05,16,One year,0.0357,"Low Risk
(0–30%)",0,0
4235,95.65,56,One year,0.0852,"Low Risk
(0–30%)",0,0
4236,19.95,1,Month-to-month,0.3062,"Medium Risk
(30–60%)",0,0
4237,70.05,5,Month-to-month,0.4648,"Medium Risk
(30–60%)",0,1
4238,19.4,57,One year,0.0258,"Low Risk
(0–30%)",0,0
4239,36.1,56,One year,0.0627,"Low Risk
(0–30%)",0,0
4240,94.0,8,Month-to-month,0.7583,"High Risk
(60–100%)",1,1
4241,61.15,22,Month-to-month,0.1206,"Low Risk
(0–30%)",0,1
4242,19.75,1,Month-to-month,0.3338,"Medium Risk
(30–60%)",0,0
4243,64.1,40,Month-to-month,0.1138,"Low Risk
(0–30%)",0,0
4244,19.75,46,Two year,0.0168,"Low Risk
(0–30%)",0,0
4245,19.7,63,Two year,0.0136,"Low Risk
(0–30%)",0,0
4246,110.2,68,Two year,0.1132,"Low Risk
(0–30%)",0,0
4247,106.35,69,Two year,0.0777,"Low Risk
(0–30%)",0,0
4248,90.55,56,Month-to-month,0.2465,"Low Risk
(0–30%)",0,0
4249,65.9,10,One year,0.159,"Low Risk
(0–30%)",0,0
4250,104.5,63,One year,0.1189,"Low Risk
(0–30%)",0,0
4251,52.5,24,Two year,0.0277,"Low Risk
(0–30%)",0,0
4252,56.1,19,Month-to-month,0.2641,"Low Risk
(0–30%)",0,0
4253,88.75,22,Month-to-month,0.5806,"Medium Risk
(30–60%)",1,0
4254,84.45,29,Month-to-month,0.3689,"Medium Risk
(30–60%)",0,1
4255,75.3,13,One year,0.2177,"Low Risk
(0–30%)",0,1
4256,26.0,70,Two year,0.0184,"Low Risk
(0–30%)",0,0
4257,99.4,49,Month-to-month,0.3652,"Medium Risk
(30–60%)",0,0
4258,109.55,43,One year,0.2733,"Low Risk
(0–30%)",0,1
4259,19.6,3,Month-to-month,0.191,"Low Risk
(0–30%)",0,1
4260,73.15,42,One year,0.1126,"Low Risk
(0–30%)",0,0
4261,54.65,57,One year,0.0536,"Low Risk
(0–30%)",0,0
4262,66.4,2,Month-to-month,0.4583,"Medium Risk
(30–60%)",0,1
4263,115.55,72,Two year,0.0385,"Low Risk
(0–30%)",0,0
4264,104.45,46,Month-to-month,0.5369,"Medium Risk
(30–60%)",1,0
4265,100.05,66,Month-to-month,0.3766,"Medium Risk
(30–60%)",0,1
4266,102.0,62,One year,0.1265,"Low Risk
(0–30%)",0,1
4267,91.15,72,Two year,0.0186,"Low Risk
(0–30%)",0,0
4268,89.7,35,One year,0.1419,"Low Risk
(0–30%)",0,0
4269,90.2,17,Month-to-month,0.2879,"Low Risk
(0–30%)",0,1
4270,92.4,72,Two year,0.0284,"Low Risk
(0–30%)",0,0
4271,19.9,28,One year,0.0286,"Low Risk
(0–30%)",0,0
4272,25.15,56,Two year,0.0258,"Low Risk
(0–30%)",0,1
4273,79.85,31,Month-to-month,0.2894,"Low Risk
(0–30%)",0,1
4274,18.85,45,One year,0.0293,"Low Risk
(0–30%)",0,0
4275,25.75,1,Month-to-month,0.3329,"Medium Risk
(30–60%)",0,0
4276,49.6,2,Month-to-month,0.4428,"Medium Risk
(30–60%)",0,1
4277,20.95,6,Month-to-month,0.1545,"Low Risk
(0–30%)",0,0
4278,97.05,48,One year,0.2657,"Low Risk
(0–30%)",0,0
4279,25.4,25,Month-to-month,0.1015,"Low Risk
(0–30%)",0,0
4280,19.7,64,Two year,0.0144,"Low Risk
(0–30%)",0,0
4281,35.0,50,Month-to-month,0.1371,"Low Risk
(0–30%)",0,0
4282,101.25,52,One year,0.196,"Low Risk
(0–30%)",0,0
4283,70.2,4,Month-to-month,0.6446,"High Risk
(60–100%)",1,0
4284,90.95,32,Month-to-month,0.3803,"Medium Risk
(30–60%)",0,0
4285,73.85,45,Two year,0.0237,"Low Risk
(0–30%)",0,0
4286,88.05,9,Month-to-month,0.5927,"Medium Risk
(30–60%)",1,0
4287,105.95,66,One year,0.2166,"Low Risk
(0–30%)",0,1
4288,91.85,3,Month-to-month,0.678,"High Risk
(60–100%)",1,1
4289,20.1,54,Two year,0.0227,"Low Risk
(0–30%)",0,0
4290,40.1,1,Month-to-month,0.4599,"Medium Risk
(30–60%)",0,1
4291,110.3,64,Two year,0.0616,"Low Risk
(0–30%)",0,0
4292,73.9,31,Month-to-month,0.5055,"Medium Risk
(30–60%)",1,1
4293,89.8,14,Month-to-month,0.5507,"Medium Risk
(30–60%)",1,1
4294,85.15,12,One year,0.1034,"Low Risk
(0–30%)",0,0
4295,60.95,67,One year,0.0336,"Low Risk
(0–30%)",0,0
4296,72.25,35,Month-to-month,0.1536,"Low Risk
(0–30%)",0,1
4297,73.55,45,Two year,0.0332,"Low Risk
(0–30%)",0,0
4298,46.0,10,Month-to-month,0.2186,"Low Risk
(0–30%)",0,0
4299,58.55,29,Month-to-month,0.1815,"Low Risk
(0–30%)",0,0
4300,24.6,24,One year,0.0397,"Low Risk
(0–30%)",0,0
4301,19.75,66,Two year,0.0145,"Low Risk
(0–30%)",0,0
4302,86.35,51,One year,0.0639,"Low Risk
(0–30%)",0,0
4303,25.5,45,Two year,0.0209,"Low Risk
(0–30%)",0,0
4304,19.0,49,One year,0.029,"Low Risk
(0–30%)",0,0
4305,19.55,29,Two year,0.0197,"Low Risk
(0–30%)",0,0
4306,110.1,40,Month-to-month,0.2805,"Low Risk
(0–30%)",0,0
4307,96.55,37,Month-to-month,0.5643,"Medium Risk
(30–60%)",1,1
4308,69.75,25,Month-to-month,0.3242,"Medium Risk
(30–60%)",0,0
4309,50.6,22,Month-to-month,0.4635,"Medium Risk
(30–60%)",0,0
4310,65.6,72,Two year,0.0184,"Low Risk
(0–30%)",0,0
4311,40.1,7,Month-to-month,0.3735,"Medium Risk
(30–60%)",0,1
4312,82.1,33,Two year,0.0426,"Low Risk
(0–30%)",0,0
4313,79.1,23,Month-to-month,0.2704,"Low Risk
(0–30%)",0,0
4314,101.25,24,Month-to-month,0.6595,"High Risk
(60–100%)",1,1
4315,79.55,1,Month-to-month,0.8171,"High Risk
(60–100%)",1,1
4316,90.65,69,Two year,0.0267,"Low Risk
(0–30%)",0,0
4317,20.55,3,One year,0.0525,"Low Risk
(0–30%)",0,0
4318,75.75,56,One year,0.0834,"Low Risk
(0–30%)",0,0
4319,110.0,65,One year,0.2195,"Low Risk
(0–30%)",0,0
4320,20.85,71,One year,0.0339,"Low Risk
(0–30%)",0,0
4321,80.35,14,Month-to-month,0.5453,"Medium Risk
(30–60%)",1,0
4322,70.15,2,Month-to-month,0.6591,"High Risk
(60–100%)",1,0
4323,84.05,32,One year,0.1896,"Low Risk
(0–30%)",0,1
4324,67.45,40,Month-to-month,0.1768,"Low Risk
(0–30%)",0,0
4325,20.75,1,Month-to-month,0.2854,"Low Risk
(0–30%)",0,0
4326,89.1,1,Month-to-month,0.8534,"High Risk
(60–100%)",1,1
4327,69.9,7,Month-to-month,0.503,"Medium Risk
(30–60%)",1,0
4328,51.1,15,Month-to-month,0.4447,"Medium Risk
(30–60%)",0,0
4329,94.4,17,Month-to-month,0.4852,"Medium Risk
(30–60%)",0,1
4330,78.25,19,Month-to-month,0.4545,"Medium Risk
(30–60%)",0,1
4331,25.55,71,Two year,0.0167,"Low Risk
(0–30%)",0,0
4332,60.0,54,Two year,0.02,"Low Risk
(0–30%)",0,0
4333,90.55,31,Month-to-month,0.2144,"Low Risk
(0–30%)",0,0
4334,76.4,11,Month-to-month,0.3921,"Medium Risk
(30–60%)",0,0
4335,84.95,18,Month-to-month,0.5208,"Medium Risk
(30–60%)",1,0
4336,110.1,72,Two year,0.0455,"Low Risk
(0–30%)",0,0
4337,99.65,71,Month-to-month,0.3133,"Medium Risk
(30–60%)",0,0
4338,45.4,5,Month-to-month,0.3436,"Medium Risk
(30–60%)",0,0
4339,69.0,38,One year,0.0977,"Low Risk
(0–30%)",0,0
4340,48.65,5,Month-to-month,0.2845,"Low Risk
(0–30%)",0,0
4341,44.15,2,Month-to-month,0.5706,"Medium Risk
(30–60%)",1,1
4342,59.85,52,Two year,0.0408,"Low Risk
(0–30%)",0,0
4343,75.75,8,Month-to-month,0.7156,"High Risk
(60–100%)",1,1
4344,80.65,68,Two year,0.1077,"Low Risk
(0–30%)",0,0
4345,20.55,69,One year,0.0234,"Low Risk
(0–30%)",0,0
4346,66.4,42,Month-to-month,0.1176,"Low Risk
(0–30%)",0,0
4347,100.2,50,Two year,0.0829,"Low Risk
(0–30%)",0,0
4348,19.1,1,Month-to-month,0.3124,"Medium Risk
(30–60%)",0,1
4349,80.3,1,Month-to-month,0.8008,"High Risk
(60–100%)",1,1
4350,44.55,33,Month-to-month,0.1674,"Low Risk
(0–30%)",0,0
4351,20.35,7,Month-to-month,0.115,"Low Risk
(0–30%)",0,0
4352,91.8,64,Month-to-month,0.2309,"Low Risk
(0–30%)",0,0
4353,74.9,1,Month-to-month,0.8028,"High Risk
(60–100%)",1,1
4354,20.2,59,Two year,0.0176,"Low Risk
(0–30%)",0,0
4355,50.35,6,Month-to-month,0.4179,"Medium Risk
(30–60%)",0,0
4356,18.8,3,Month-to-month,0.1384,"Low Risk
(0–30%)",0,0
